id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_gempa_bumi,satuan,tahun
266,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203180,MANDE,3203180004,SUKAMANAH,32.03.08,MANDE,32.03.08.2008,SUKAMANAH,1,KEJADIAN,2022
267,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203180,MANDE,3203180005,CIANDAM,32.03.08,MANDE,32.03.08.2007,CIANDAM,1,KEJADIAN,2022
268,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203180,MANDE,3203180006,JAMALI,32.03.08,MANDE,32.03.08.2003,JAMALI,1,KEJADIAN,2022
269,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203180,MANDE,3203180007,KADEMANGAN,32.03.08,MANDE,32.03.08.2001,KADEMANGAN,1,KEJADIAN,2022
270,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203180,MANDE,3203180008,MULYASARI,32.03.08,MANDE,32.03.08.2006,MULYASARI,1,KEJADIAN,2022
271,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203180,MANDE,3203180009,BOBOJONG,32.03.08,MANDE,32.03.08.2002,BOBOJONG,1,KEJADIAN,2022
272,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203180,MANDE,3203180010,CIKIDANGBAYABANG,32.03.08,MANDE,32.03.08.2004,CIKIDANGBAYABANG,1,KEJADIAN,2022
273,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203180,MANDE,3203180011,MURNISARI,32.03.08,MANDE,32.03.08.2012,MURNISARI,1,KEJADIAN,2022
274,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203180,MANDE,3203180012,MANDE,32.03.08,MANDE,32.03.08.2005,MANDE,1,KEJADIAN,2022
275,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190001,SUKAMANAH,32.03.07,KARANGTENGAH,32.03.07.2001,SUKAMANAH,1,KEJADIAN,2022
276,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190002,SINDANGASIH,32.03.07,KARANGTENGAH,32.03.07.2011,SINDANGASIH,1,KEJADIAN,2022
277,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190003,LANGENSARI,32.03.07,KARANGTENGAH,32.03.07.2013,LANGENSARI,1,KEJADIAN,2022
278,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190004,SUKASARI,32.03.07,KARANGTENGAH,32.03.07.2008,SUKASARI,1,KEJADIAN,2022
279,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190005,MALEBER,32.03.07,KARANGTENGAH,32.03.07.2004,MALEBER,1,KEJADIAN,2022
280,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190006,SABANDAR,32.03.07,KARANGTENGAH,32.03.07.2010,SABANDAR,1,KEJADIAN,2022
281,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190007,BOJONG,32.03.07,KARANGTENGAH,32.03.07.2002,BOJONG,1,KEJADIAN,2022
282,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190008,HEGARMANAH,32.03.07,KARANGTENGAH,32.03.07.2014,HEGARMANAH,1,KEJADIAN,2022
283,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190009,BABAKANCARINGIN,32.03.07,KARANGTENGAH,32.03.07.2009,BABAKANCARINGIN,1,KEJADIAN,2022
284,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190010,CIHERANG,32.03.07,KARANGTENGAH,32.03.07.2005,CIHERANG,1,KEJADIAN,2022
285,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190011,SUKAJADI,32.03.07,KARANGTENGAH,32.03.07.2015,SUKAJADI,1,KEJADIAN,2022
286,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190012,SUKASARANA,32.03.07,KARANGTENGAH,32.03.07.2007,SUKASARANA,1,KEJADIAN,2022
287,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190013,SUKAMANTRI,32.03.07,KARANGTENGAH,32.03.07.2006,SUKAMANTRI,1,KEJADIAN,2022
288,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190014,SUKAMULYA,32.03.07,KARANGTENGAH,32.03.07.2016,SUKAMULYA,1,KEJADIAN,2022
289,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190015,SINDANGLAKA,32.03.07,KARANGTENGAH,32.03.07.2003,SINDANGLAKA,1,KEJADIAN,2022
290,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203190,KARANGTENGAH,3203190016,SUKATARIS,32.03.07,KARANGTENGAH,32.03.07.2012,SUKATARIS,1,KEJADIAN,2022
291,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200001,NAGRAK,32.03.01,CIANJUR,32.03.01.2002,NAGRAK,1,KEJADIAN,2022
292,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200002,SUKAMAJU,32.03.01,CIANJUR,32.03.01.2003,SUKAMAJU,1,KEJADIAN,2022
293,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200003,SAYANG,32.03.01,CIANJUR,32.03.01.1009,SAYANG,1,KEJADIAN,2022
294,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200004,SOLOKPANDAN,32.03.01,CIANJUR,32.03.01.1010,SOLOKPANDAN,1,KEJADIAN,2022
295,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200005,MUKA,32.03.01,CIANJUR,32.03.01.1011,MUKA,1,KEJADIAN,2022
296,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200006,BOJONGHERANG,32.03.01,CIANJUR,32.03.01.1008,BOJONGHERANG,1,KEJADIAN,2022
297,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200007,PAMOYANAN,32.03.01,CIANJUR,32.03.01.1006,PAMOYANAN,1,KEJADIAN,2022
298,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200008,SAWAHGEDE,32.03.01,CIANJUR,32.03.01.1007,SAWAHGEDE,1,KEJADIAN,2022
299,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200009,LIMBANGANSARI,32.03.01,CIANJUR,32.03.01.2005,LIMBANGANSARI,1,KEJADIAN,2022
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200010,MEKARSARI,32.03.01,CIANJUR,32.03.01.2004,MEKARSARI,1,KEJADIAN,2022
301,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203200,CIANJUR,3203200011,BABAKANKARET,32.03.01,CIANJUR,32.03.01.2001,BABAKAN KARET,1,KEJADIAN,2022
302,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210001,PADALUYU,32.03.11,CUGENANG,32.03.11.2015,PADALUYU,1,KEJADIAN,2022
303,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210002,SUKAJAYA,32.03.11,CUGENANG,32.03.11.2009,SUKAJAYA,1,KEJADIAN,2022
304,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210003,CIBULAKAN,32.03.11,CUGENANG,32.03.11.2010,CIBULAKAN,1,KEJADIAN,2022
305,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210004,CIRUMPUT,32.03.11,CUGENANG,32.03.11.2014,CIRUMPUT,1,KEJADIAN,2022
306,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210005,TALAGA,32.03.11,CUGENANG,32.03.11.2008,TALAGA,1,KEJADIAN,2022
307,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210006,BENJOT,32.03.11,CUGENANG,32.03.11.2011,BENJOT,1,KEJADIAN,2022
308,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210007,GASOL,32.03.11,CUGENANG,32.03.11.2002,GASOL,1,KEJADIAN,2022
309,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210008,SARAMPAD,32.03.11,CUGENANG,32.03.11.2007,SARAMPAD,1,KEJADIAN,2022
310,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210009,MANGUNKERTA,32.03.11,CUGENANG,32.03.11.2006,MANGUNKERTA,1,KEJADIAN,2022
311,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210010,SUKAMULYA,32.03.11,CUGENANG,32.03.11.2012,SUKAMULYA,1,KEJADIAN,2022
312,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210011,GALUDRA,32.03.11,CUGENANG,32.03.11.2016,GALUDRA,1,KEJADIAN,2022
313,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210012,NYALINDUNG,32.03.11,CUGENANG,32.03.11.2005,NYALINDUNG,1,KEJADIAN,2022
314,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210013,CIBEUREUM,32.03.11,CUGENANG,32.03.11.2004,CIBEUREUM,1,KEJADIAN,2022
315,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210014,CIJEDIL,32.03.11,CUGENANG,32.03.11.2003,CIJEDIL,1,KEJADIAN,2022
316,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210015,SUKAMANAH,32.03.11,CUGENANG,32.03.11.2001,SUKAMANAH,1,KEJADIAN,2022
317,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203210,CUGENANG,3203210016,WANGUNJAYA,32.03.11,CUGENANG,32.03.11.2013,WANGUNJAYA,1,KEJADIAN,2022
318,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203220,PACET,3203220001,CIPUTRI,32.03.10,PACET,32.03.10.2010,CIPUTRI,1,KEJADIAN,2022
319,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203220,PACET,3203220002,CIHERANG,32.03.10,PACET,32.03.10.2001,CIHERANG,1,KEJADIAN,2022
320,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203220,PACET,3203220003,CIPENDAWA,32.03.10,PACET,32.03.10.2007,CIPENDAWA,1,KEJADIAN,2022
321,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203220,PACET,3203220004,CIBODAS,32.03.10,PACET,32.03.10.2003,CIBODAS,1,KEJADIAN,2022
322,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203220,PACET,3203220005,GADOG,32.03.10,PACET,32.03.10.2012,GADOG,1,KEJADIAN,2022
323,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203220,PACET,3203220008,SUKATANI,32.03.10,PACET,32.03.10.2013,SUKATANI,1,KEJADIAN,2022
324,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203220,PACET,3203220014,SUKANAGALIH,32.03.10,PACET,32.03.10.2005,SUKANAGALIH,1,KEJADIAN,2022
325,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203221,CIPANAS,3203221001,SINDANGJAYA,32.03.28,CIPANAS,32.03.28.2007,SINDANGJAYA,1,KEJADIAN,2022
326,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203221,CIPANAS,3203221002,CIPANAS,32.03.28,CIPANAS,32.03.28.2001,CIPANAS,1,KEJADIAN,2022
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203221,CIPANAS,3203221003,SINDANGLAYA,32.03.28,CIPANAS,32.03.28.2004,SINDANGLAYA,1,KEJADIAN,2022
328,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203221,CIPANAS,3203221004,PALASARI,32.03.28,CIPANAS,32.03.28.2006,PALASARI,1,KEJADIAN,2022
329,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203221,CIPANAS,3203221005,CIMACAN,32.03.28,CIPANAS,32.03.28.2002,CIMACAN,1,KEJADIAN,2022
330,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203221,CIPANAS,3203221006,CILOTO,32.03.28,CIPANAS,32.03.28.2003,CILOTO,1,KEJADIAN,2022
331,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203221,CIPANAS,3203221007,BATULAWANG,32.03.28,CIPANAS,32.03.28.2005,BATULAWANG,1,KEJADIAN,2022
332,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230001,PAKUON,32.03.13,SUKARESMI,32.03.13.2010,PAKUON,1,KEJADIAN,2022
333,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230002,CIKANYERE,32.03.13,SUKARESMI,32.03.13.2001,CIKANYERE,1,KEJADIAN,2022
334,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230003,SUKARESMI,32.03.13,SUKARESMI,32.03.13.2007,SUKARESMI,1,KEJADIAN,2022
335,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230004,CIWALEN,32.03.13,SUKARESMI,32.03.13.2003,CIWALEN,1,KEJADIAN,2022
336,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230005,KAWUNGLUWUK,32.03.13,SUKARESMI,32.03.13.2004,KAWUNGLUWUK,1,KEJADIAN,2022
337,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230006,CIBADAK,32.03.13,SUKARESMI,32.03.13.2005,CIBADAK,1,KEJADIAN,2022
338,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230007,RAWABELUT,32.03.13,SUKARESMI,32.03.13.2011,RAWABELUT,1,KEJADIAN,2022
339,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230008,CIBANTENG,32.03.13,SUKARESMI,32.03.13.2008,CIBANTENG,1,KEJADIAN,2022
340,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230009,KUBANG,32.03.13,SUKARESMI,32.03.13.2009,KUBANG,1,KEJADIAN,2022
341,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230010,SUKAMAHI,32.03.13,SUKARESMI,32.03.13.2006,SUKAMAHI,1,KEJADIAN,2022
342,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203230,SUKARESMI,3203230011,CIKANCANA,32.03.13,SUKARESMI,32.03.13.2002,CIKANCANA,1,KEJADIAN,2022
343,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240001,PADAJAYA,32.03.12,CIKALONGKULON,32.03.12.2011,PADAJAYA,1,KEJADIAN,2022
344,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240002,CINANGSI,32.03.12,CIKALONGKULON,32.03.12.2003,CINANGSI,0,KEJADIAN,2022
345,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240003,MENTENGSARI,32.03.12,CIKALONGKULON,32.03.12.2016,MENTENGSARI,1,KEJADIAN,2022
346,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240004,GUDANG,32.03.12,CIKALONGKULON,32.03.12.2002,GUDANG,1,KEJADIAN,2022
347,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240005,SUKAGALIH,32.03.12,CIKALONGKULON,32.03.12.2001,SUKAGALIH,1,KEJADIAN,2022
348,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240006,MAJALAYA,32.03.12,CIKALONGKULON,32.03.12.2005,MAJALAYA,0,KEJADIAN,2022
349,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240007,CIJAGANG,32.03.12,CIKALONGKULON,32.03.12.2004,CIJAGANG,1,KEJADIAN,2022
350,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240008,MEKARJAYA,32.03.12,CIKALONGKULON,32.03.12.2009,MEKARJAYA,1,KEJADIAN,2022
351,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240009,MEKAR SARI,32.03.12,CIKALONGKULON,32.03.12.2017,MEKARSARI,1,KEJADIAN,2022
352,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240010,SUKAMULYA,32.03.12,CIKALONGKULON,32.03.12.2010,SUKAMULYA,0,KEJADIAN,2022
353,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240011,MEKARGALIH,32.03.12,CIKALONGKULON,32.03.12.2014,MEKARGALIH,1,KEJADIAN,2022
354,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240012,NEGLASARI,32.03.12,CIKALONGKULON,32.03.12.2013,NEGLASARI,0,KEJADIAN,2022
355,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240013,LEMBAHSARI,32.03.12,CIKALONGKULON,32.03.12.2015,LEMBAHSARI,0,KEJADIAN,2022
356,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240014,WARUDOYONG,32.03.12,CIKALONGKULON,32.03.12.2007,WARUDOYONG,0,KEJADIAN,2022
357,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240015,KAMURANG,32.03.12,CIKALONGKULON,32.03.12.2006,KAMURANG,0,KEJADIAN,2022
358,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240016,CIRAMA GIRANG,32.03.12,CIKALONGKULON,32.03.12.2008,CIRAMAGIRANG,1,KEJADIAN,2022
359,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240017,MEKAR MULYA,32.03.12,CIKALONGKULON,32.03.12.2018,MEKARMULYA,1,KEJADIAN,2022
360,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203240,CIKALONGKULON,3203240018,CIGUNUNGHERANG,32.03.12,CIKALONGKULON,32.03.12.2012,CIGUNUNGHERANG,0,KEJADIAN,2022
